資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color
本票,愛媛,東,0033,負傷,0,1,37000,対象外,0000,206,夜－明,曇,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,人対車両,55～64歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.934687,133.056321,2019-03-27,05:18,blue
本票,愛媛,東,0034,負傷,0,1,37000,対象外,0000,206,夜－暮,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,4,人対車両,35～44歳,不明,歩行者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,00,00,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,負傷,対象外当事者,日,その他,33.918606,133.097598,2019-03-31,19:10,blue
本票,愛媛,東,0035,負傷,0,1,00110,上,2063,206,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,25～34歳,25～34歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,31,中破,大破,その他,その他,その他,その他,損傷なし,損傷なし,日,その他,33.856606,133.017173,2019-03-31,10:59,blue
本票,愛媛,東,0036,負傷,0,1,37000,対象外,0000,206,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,22,09,22,11,9,交差点内,規制なし,5,4,車両相互,25～34歳,65～74歳,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,60㎞／ｈ以下,60㎞／ｈ以下,20,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,33.918289,133.069543,2019-04-08,14:49,blue
本票,愛媛,東,0037,負傷,0,2,00110,下,2090,206,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,7,単路（交差点付近を含む）,規制なし,4,2,車両相互,25～34歳,25～34歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,33.843874,132.998328,2019-04-13,14:20,blue
本票,愛媛,東,0038,負傷,0,1,37000,対象外,0000,206,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,9,交差点内,規制なし,4,3,車両相互,55～64歳,25～34歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,60㎞／ｈ以下,60㎞／ｈ以下,80,46,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,当日,33.933152,133.069855,2019-03-21,08:00,blue
本票,愛媛,東,0039,負傷,0,1,37000,対象外,0000,206,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,車両相互,65～74歳,75歳以上,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,35,小破,中破,その他,その他,その他,その他,損傷なし,負傷,水,その他,33.937272,133.055198,2019-04-03,11:37,blue
本票,愛媛,東,0040,負傷,0,1,14600,対象外,0000,206,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,7,単路（交差点付近を含む）,規制なし,4,2,車両相互,75歳以上,25～34歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,金,その他,33.882316,133.043585,2019-04-19,08:03,blue
本票,愛媛,東,0041,負傷,0,1,14600,対象外,0000,206,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,25～34歳,65～74歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,33.902346,133.056651,2019-04-21,12:16,blue
本票,愛媛,江別,0087,負傷,0,1,37000,対象外,0000,202,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,7,単路（交差点付近を含む）,規制なし,5,3,車両相互,45～54歳,0～24歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,10,20,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,金,その他,34.053672,133.010551,2019-03-22,11:52,blue
本票,愛媛,江別,0088,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,22,09,22,15,9,交差点内,規制なし,4,2,車両相互,65～74歳,65～74歳,乗用車－普通車,二輪車－自動二輪－原付二種－51～125cc,事業用,自家用,乗用車,対象外当事者,30㎞／ｈ以下,40㎞／ｈ以下,10,20,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.063544,132.990770,2019-03-28,10:25,blue
本票,愛媛,江別,0089,負傷,0,1,03170,対象外,0000,202,昼－昼,曇,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,06,9,単路（交差点付近を含む）,規制なし,6,2,車両相互,55～64歳,45～54歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,40㎞／ｈ以下,40㎞／ｈ以下,10,30,中破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,34.067086,132.998009,2019-03-30,12:04,blue
本票,愛媛,江別,0090,負傷,0,1,25130,対象外,0000,202,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,消灯,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,5,3,人対車両,75歳以上,65～74歳,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.057500,132.979163,2019-04-01,21:06,blue
本票,愛媛,江別,0091,負傷,0,2,37000,対象外,0000,202,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,9,交差点内,規制なし,5,4,車両相互,55～64歳,35～44歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,30㎞／ｈ以下,30㎞／ｈ以下,50,80,中破,中破,装備あり 作動,装備あり 作動,その他,その他,負傷,負傷,金,その他,34.059394,133.005331,2019-03-29,15:37,blue
本票,愛媛,江別,0092,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,22,09,22,11,9,交差点内,規制なし,5,3,車両相互,75歳以上,45～54歳,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,30㎞／ｈ以下,30㎞／ｈ以下,80,50,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,34.061164,133.009512,2019-04-06,09:32,blue
本票,愛媛,江別,0094,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,01,9,その他,ゾーン30,5,4,車両相互,35～44歳,45～54歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,30㎞／ｈ以下,51,80,中破,中破,その他,その他,その他,その他,損傷なし,負傷,金,その他,34.022191,133.003924,2019-03-29,08:52,blue
本票,愛媛,江別,0095,負傷,0,1,03170,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,15,9,交差点内,規制なし,4,2,人対車両,55～64歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.022082,132.943113,2019-03-28,13:35,blue
本票,愛媛,江別,0096,負傷,0,1,37000,対象外,0000,202,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,17,9,交差点内,規制なし,1,2,車両相互,25～34歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,40,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.063412,132.987592,2019-04-04,19:56,blue
本票,愛媛,江別,0097,負傷,0,1,25110,対象外,0000,202,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,14,9,交差点内,規制なし,4,2,車両相互,35～44歳,55～64歳,貨物車－普通車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,50㎞／ｈ以下,指定の速度規制なし等,20,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,土,その他,34.029375,132.989829,2019-03-30,09:10,blue
本票,愛媛,江別,0098,負傷,0,1,14390,対象外,0000,202,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,15,9,交差点内,規制なし,4,2,人対車両,65～74歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,土,その他,34.022538,133.037837,2019-03-30,16:21,blue
本票,愛媛,江別,0099,負傷,0,1,01960,上,0000,202,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,4,車両相互,65～74歳,25～34歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,34.000296,133.040218,2019-04-07,15:15,blue
本票,愛媛,江別,0100,負傷,0,1,37000,対象外,0000,202,昼－明,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,14,9,交差点内,規制なし,4,2,車両相互,35～44歳,35～44歳,乗用車－普通車,二輪車－原付自転車,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,80,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,その他,34.057970,132.999429,2019-04-07,06:18,blue
本票,愛媛,江別,0101,負傷,0,1,99000,対象外,0000,202,昼－明,晴,非市街地,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両相互,45～54歳,45～54歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,20,50,損壊なし,小破,その他,その他,その他,その他,損傷なし,負傷,金,その他,34.104752,132.972441,2019-03-01,07:03,blue
本票,愛媛,江別,0102,負傷,0,1,37000,対象外,0000,202,夜－夜,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,3,人対車両,25～34歳,45～54歳,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,20,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,34.050314,133.008290,2019-04-03,22:55,blue
本票,愛媛,江別,0103,負傷,0,1,37000,対象外,0000,202,夜－明,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,4,2,車両相互,25～34歳,75歳以上,乗用車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,50,10,中破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,金,その他,34.073199,132.986526,2019-04-05,05:48,blue
本票,愛媛,江別,0104,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,その他,規制なし,5,4,人対車両,75歳以上,75歳以上,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.043445,133.015304,2019-04-08,09:49,blue
本票,愛媛,江別,0105,負傷,0,2,01960,下,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点滅－１灯式,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,25～34歳,75歳以上,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,80,20,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,34.050076,132.981754,2019-04-07,11:27,blue
本票,愛媛,江別,0106,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,5,3,車両相互,35～44歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,50,30,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.054272,132.995736,2019-04-11,08:25,blue
本票,愛媛,江別,0107,負傷,0,1,03170,対象外,0000,202,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,25～34歳,貨物車－軽自動車,二輪車－原付自転車,自家用,自家用,貨物車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,50,30,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,金,その他,34.072901,132.991284,2019-04-12,13:38,blue
本票,愛媛,江別,0108,負傷,0,1,37000,対象外,0000,202,夜－夜,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,15,9,交差点内,規制なし,5,3,車両相互,0～24歳,45～54歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,30㎞／ｈ以下,30㎞／ｈ以下,10,70,小破,小破,その他,その他,その他,その他,損傷なし,負傷,水,その他,34.050581,132.998913,2019-04-10,22:28,blue
本票,愛媛,江別,0109,負傷,0,1,01961,上,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,19,9,交差点内,規制なし,1,2,車両相互,65～74歳,25～34歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,34.037814,132.996046,2019-04-06,11:29,blue
本票,愛媛,江別,0110,負傷,0,1,01961,対象外,0441,202,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,25～34歳,45～54歳,乗用車－軽自動車,貨物車－軽自動車,自家用,事業用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,火,その他,34.042091,132.990630,2019-04-09,14:30,blue
本票,愛媛,江別,0111,負傷,0,1,14390,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－押ボタン式,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,35～44歳,35～44歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,40㎞／ｈ以下,40㎞／ｈ以下,10,30,中破,中破,装備あり 作動,その他,その他,その他,損傷なし,負傷,火,その他,34.029665,133.036674,2019-04-09,08:41,blue
本票,愛媛,江別,0112,負傷,0,1,01961,上,0000,202,夜－暮,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,35～44歳,25～34歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,30,10,小破,小破,その他,その他,その他,その他,負傷,損傷なし,日,その他,34.021924,133.011408,2019-04-14,18:40,blue
本票,愛媛,江別,0113,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,19,9,交差点内,規制なし,1,1,車両相互,65～74歳,55～64歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,40㎞／ｈ以下,30㎞／ｈ以下,20,10,大破,中破,装備あり 作動,その他,装備あり 作動,その他,損傷なし,損傷なし,火,その他,34.057336,132.999950,2019-04-16,12:23,blue
本票,愛媛,江別,0114,負傷,0,1,25560,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,15,4,交差点内,規制なし,4,4,車両相互,35～44歳,35～44歳,乗用車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,80,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.003230,132.948144,2019-04-18,13:47,blue
本票,愛媛,江別,0115,負傷,0,2,01960,下,0309,202,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,8,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,25～34歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,土,その他,34.053007,132.868706,2019-04-20,16:30,blue
本票,愛媛,江別,0116,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,ゾーン30,5,4,人対車両,55～64歳,0～24歳,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,金,その他,34.054127,133.001989,2019-04-19,16:32,blue
本票,愛媛,江別,0117,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,17,9,交差点内,規制なし,1,2,車両相互,45～54歳,75歳以上,貨物車－軽自動車,軽車両－自転車,自家用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,50,30,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,その他,34.039614,132.999144,2019-04-18,10:40,blue
本票,愛媛,江別,0118,負傷,0,1,99000,対象外,0000,202,昼－昼,晴,市街地－その他,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両相互,65～74歳,25～34歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,指定の速度規制なし等,指定の速度規制なし等,20,70,小破,小破,装備あり 作動,その他,その他,その他,負傷,損傷なし,土,その他,34.060631,132.998521,2019-03-09,12:55,blue
本票,愛媛,江別,0119,負傷,0,1,37000,対象外,0000,202,夜－夜,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,4,人対車両,0～24歳,25～34歳,二輪車－原付自転車,歩行者,自家用,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損傷なし,負傷,土,その他,34.111376,132.973182,2019-04-20,20:02,blue
本票,愛媛,江別,0120,負傷,0,1,37000,対象外,0000,202,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,3,交差点内,ゾーン30,5,2,車両相互,45～54歳,0～24歳,乗用車－普通車,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,00,00,損壊なし,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,月,その他,34.085409,132.984700,2019-04-22,17:01,blue
本票,愛媛,江別,0121,負傷,0,1,37000,対象外,0000,202,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,18,9,交差点内,規制なし,4,2,車両相互,55～64歳,55～64歳,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,40㎞／ｈ以下,50㎞／ｈ以下,40,10,大破,大破,その他,装備あり 作動,その他,装備あり 作動,損傷なし,負傷,水,その他,34.090144,132.983442,2019-04-24,11:57,blue
本票,愛媛,岩見沢,0156,負傷,0,1,03170,対象外,0000,201,夜－夜,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,7,単路（交差点付近を含む）,規制なし,4,3,人対車両,0～24歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,その他,33.866435,132.825868,2019-03-31,20:47,blue
本票,愛媛,岩見沢,0157,負傷,0,1,37000,対象外,0000,201,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,5,3,車両相互,0～24歳,65～74歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,80,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.843360,132.758564,2019-03-13,08:00,blue
本票,愛媛,岩見沢,0158,負傷,0,2,37000,対象外,0000,201,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,3,車両相互,55～64歳,45～54歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,30㎞／ｈ以下,30㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,木,その他,33.820474,132.753085,2019-02-21,16:55,blue
本票,愛媛,岩見沢,0159,負傷,0,1,99000,対象外,0000,201,昼－昼,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,人対車両,45～54歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,60,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,木,当日,33.834729,132.752266,2019-03-21,14:22,blue
本票,愛媛,岩見沢,0160,負傷,0,1,37000,対象外,0000,201,昼－昼,雨,市街地－その他,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,2,車両相互,25～34歳,25～34歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,40㎞／ｈ以下,40㎞／ｈ以下,10,30,小破,小破,その他,その他,その他,その他,損傷なし,負傷,日,その他,33.840637,132.792615,2019-03-03,12:40,blue
本票,愛媛,岩見沢,0161,負傷,0,1,01960,上,0000,201,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,55～64歳,0～24歳,貨物車－軽自動車,二輪車－原付自転車,事業用,自家用,貨物車,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,40,10,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,水,その他,33.878222,132.752127,2019-04-03,07:20,blue
本票,愛媛,岩見沢,0162,負傷,0,1,37000,対象外,0000,201,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,3,車両相互,25～34歳,65～74歳,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,10,10,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,負傷,日,その他,33.847908,132.774993,2019-03-17,21:40,blue
